smiles,COVID_O60885,COVID_O96028,COVID_P00750,COVID_P05556,COVID_P06280,COVID_P09884,COVID_P12268,COVID_P14735,COVID_P17612,COVID_P19784,COVID_P21964,COVID_P25440,COVID_P26358,COVID_P27448,COVID_P33527,COVID_P48556,COVID_P55085,COVID_P55789,COVID_P62873,COVID_P67870,COVID_Q13443,COVID_Q13546,COVID_Q7KZI7,COVID_Q8WTV0,COVID_Q92769,COVID_Q99720,COVID_Q9H773,COVID_Q9H7Z7,COVID_Q9P0L2,COVID_Q9UHD2,COVID_Q9UHI8,COVID_ncats_3clpro,COVID_ncats_ace2_enzyme,COVID_ncats_spike_ace2_ppi,COVID_reframedb_plpro,HIV_ccr5,HIV_cd4,HIV_cxcr4,HIV_integrase,HIV_protease,HIV_reverse_transcriptase,HIV_reverse_transcriptase2
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cnc4n(c3=O)CCS4)cc2)c1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(-c2ccccc2C(=O)O)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1cccc2c1-c1ccccc1/C2=N\Nc1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Sc2c([N+](=O)[O-])ncn2C)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@H](C)[C@H](c1cccs1)N1CCN(c2ccccc2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc([N+](=O)[O-])ccc1Nc1ccc(O)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1ccc(-c2csc(-c3cccnc3)n2)cc1)N1CCCC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Nc3ccccc3)cc2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(Nc2ccc(Nc3ccccc3)cc2)CC(C)(C)N1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Sc2c([N+](=O)[O-])ncn2C)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/NC(=O)[C@@H]2[C@H]3CCCC[C@]32C)cc(Br)c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccccc1CSc1cn2c(n1)CCC2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)c1cccc(-c2cn3cccnc3n2)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(/C=N/Nc2nc3ccccc3[nH]2)c(OC)c1OC,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=S1(=O)C=C(Sc2nnc(-c3ccccc3)o2)c2ccccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(/C=N\Nc2nc3cc(Cl)ccc3[nH]2)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1OC,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2cnn(-c3cccc([N+](=O)[O-])c3)c2N)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2oc3cc(NCC[C@@H]4CCCN4C)ccc3c(=O)c2cc1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Nc2nc(-c3ccc(O)cc3O)cs2)nc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCNC(=O)[C@@H]1CC(=O)N(CCc2ccccc2)C1)c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(-c2nc3cc(N)ccc3o2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(NC(=O)C2=CC=CN3CCS(=O)(=O)N=C23)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\Nc1nc2ccccc2[nH]1)c1ccc(C)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC[C@@H](C)C(=O)N1CCc2cc(-c3csc(N)n3)ccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(-c2cc[nH]c(=S)n2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Oc1cc2ccccc2cc1-c1n[nH]c(=S)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCN(c2ccccc2O)CC1)NCCCc1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C(=N/Nc1nc2ccccc2[nH]1)\c1c[nH]c2ccccc12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2nc(-c3ccc(N)cc3)n[nH]2)n1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N/N=C2\CCS(=O)(=O)c3sccc32)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1N=C(c2ccccc2)[C@H](c2ccccc2)N1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C[C@@H](NNc2ccccc2)C(=O)N1c1cccc(Cl)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NNc2ccccc2)c(C)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N2NC(=O)/C(=C\c3cc4c(cc3[N+](=O)[O-])OCO4)C2=O)cc1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(N)cc1)c1nc2ccccc2[nH]1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=c1cn[nH]c(Nc2ccc(Nc3ccccc3)cc2)n1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Oc1[nH]c2ccccc2c1C1=NCCCC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N2CCN(c3ccc(Cl)cc3)CC2)n[nH]1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(NC(=O)c2cccnc2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCCS(=O)(=O)N1CCC[C@H](C(=O)NCCN(CC)c2ccccc2)C1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/NC(=O)[C@H](C)n2nnc3ccccc32)ccc1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Oc1ccc(/C(Cc2ccccn2)=N\Nc2ccccc2)c(O)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CS/C(=N\C(=O)N2c3ccccc3Sc3ccccc32)N1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2c(c1)nc1n2CCSC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc(C(=O)O)ccc1Nc1ccc(F)c(F)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](NC(=O)C1CC1)[C@H](c1cccs1)N1CCN(c2ccccc2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](C(=O)N[C@H]1C=CS(=O)(=O)C1)N1C(=O)/C(=C\c2ccccc2)SC1=S,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(NS(=O)(=O)c2ccc(-c3ccc(=O)[nH]n3)o2)c(C)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C[C@H](NNc2ccccc2)C(=O)N1c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(-c2ccc3nc(N)sc3c2)nc2cc(N)ccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(-c2nnc(S)o2)cc1)c1cccc(Br)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2occ([C@H]3N[C@H](C(=O)O)CS3)c(=O)c2c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cccc(C(F)(F)F)c1)[C@@H]1CCCN(C(=O)c2cc(C3CC3)[nH]n2)C1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/NC(=O)c2cc3ccccc3[nH]2)ccc1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CS[C@@H](c2ccccn2)N1c1cccc(Cl)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(NC(=O)CN2c3ccccc3C[C@@H]2C)cc(OC)c1OC,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCNC(=O)[C@@H]1CCCN(S(=O)(=O)c2c[nH]cn2)C1)c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCCNC(=O)[C@H]1CCC(=O)N1Cc1ccccc1Cl)c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)c2[nH]c(Nc3ccccc3)nc2n(C)c1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN2C(=N)/C(=C\c3cc(C)n(Cc4ccccc4)c3C)C(=O)N=C2S1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
[O-][n+]1ccccc1S,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/O)ccc1OS(=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)Cn1cc(C(=S)N2CCCCC2)c2ccccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(=O)c(=O)[nH]c2cc(C(=O)N[C@@H](C)c3ccc(S(N)(=O)=O)cc3)ccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/NC(=O)c2cc(-c3ccc4c(c3)OCO4)n[nH]2)ccc1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Oc2ncccc2[N+](=O)[O-])c2cc(Cl)ccc2n1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)c(C)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=C2/C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc([N+](=O)[O-])c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccco1)N1CCN=C1SCc1ccccc1Cl,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cn[nH]c2N)c(OC)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N/N=C/c1cc(C)n(-c2ccc(Br)cc2)c1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(N2CCCCCC2)cc1)c1ccc[nH]1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[n+]1c2n(c3ccccc31)N=C(c1ccc(Cl)cc1)CS2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccc(N/N=C/c2cccnc2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(NC(=O)[C@@H]2C[C@H]3CC[C@H]2C3)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cccc(F)c1)N1CCC(c2nc3ccccc3s2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CNc1nc(N)c(C(=O)C23CC4CC(CC(C4)C2)C3)s1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1N=C(O)/C(=C\NNc2ccccc2)C(=O)N1Cc1ccc(F)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NNC(=O)c2ccno2)cc1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C/c1ccc(O)c(O)c1)C1c2ccccc2Oc2ccccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCNC(=O)C(=O)NC[C@@H](c1ccc2c(c1)OCO2)N1CCN(c2ccc(F)cc2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(SCc2ncc(-c3ccccc3)o2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(CNc2ccc(N3CCN(C(C)=O)CC3)cc2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCN(CC(=O)Nc2ccc(N3CCCCCC3)cc2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1N=C(O)/C(=C\C=C\c2ccco2)C(=O)N1c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(/C=C/c2cccc[n+]2C)c(OC)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(/C=N/Nc2nc(C)cc(=O)[nH]2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1C[C@@H](N(C(=O)c2ccco2)c2ccccc2)c2ccccc2N1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1cc(/C=C/c2nc(O)c([N+](=O)[O-])c(=O)[nH]2)cc(OC)c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nn(-c3ccccc3)cc2CN(Cc2ccccc2)C(=O)CCC(=O)O)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cccc(Oc2cc(NN3CCCCC3)c([N+](=O)[O-])cc2[N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CN1CC(=O)N(CC(=O)Nc2ccc(SC(F)F)cc2)C1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(C(=O)N2CCC[C@@H](Nc3ccc(C)c(C)c3)C2)cs1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=C2/C(=O)NN(c3ccccc3)C2=O)cc(Br)c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(/C=N/Nc2ccccn2)c(OC)c1OC,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1occc1C(=O)NCCCCc1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
N/C(=N\O)c1cn(Cc2ccccc2Cl)c2ccccc12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1c2ccoc2nc2c(OC)c(O)ccc12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(/C=C2/C(=O)N(Cc3ccccc3Cl)C(=O)N=C2O)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1C(=O)[C@@H]2CC=CC[C@H]2C1=O)Nc1nc2ccc(F)cc2s1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/N2[C@@H](C)CCC[C@@H]2C)cc(Br)c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
[O-][n+]1onc2c3c4c(n(O)c3ccc21)CCCC4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)Nc1ccc(SC#N)cc1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(N2C(=O)N=C(O)/C(=C\C=C\c3ccco3)C2=O)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([N+](=O)[O-])c(S(=O)(=O)c2ccccc2)n1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C=CCN1C(=O)N=C(O)/C(=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)C1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCNC(=O)c1cccc(N2CCCC2=O)c1)c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc([N+](=O)[O-])ccc1Nc1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(C2CC2)c(Sc2sc(N)nc2C2CC2)s1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccn1)c1ccc2c(c1)N(Cc1ccccc1)CCS2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1OC,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2cn3c(n2)SCC3)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(NC(=O)c2cccs2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(N2C(=O)CS[C@@H]2c2ccccc2[N+](=O)[O-])cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCN1/C(=C/C=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C(=O)N1c1ccccc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(-c2nc3c(Cl)cc(N)cc3[nH]2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\Nc1cccc(Cl)c1)c1ccncc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Oc1ccc(/C=N/N=C/c2ccc(O)c(O)c2)cc1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(SCc2cnc(-c3ccccc3)o2)[nH]c1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CC1)c1ccc(CSCc2ccccc2Cl)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1F)N1CCN=C1SCc1cccnc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccn2cc(-c3ccc(O)c(O)c3)nc2c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(SCc2cccnc2)[nH]c(=O)c1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-n2cccc2/C=C2/C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sc1nnc(-c2ccccc2)c(-c2ccccc2)n1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C1O[C@H](Nc2ccc3c(c2)OCO3)c2ccccc21,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(NCc3ccccc3)cc2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2[nH]c(=S)[nH]c2c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Br)cnn1[C@@H](C)C(=O)N1CCN(c2ccc(F)cc2)CC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(N/N=C2\CCCCCN2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NNc1nc(-c2ccc(NC(C)=O)cc2)cs1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1=NCCS1)c1csc2ccccc12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Oc1c(Cl)cc(Cl)cc1CNc1nc2ccccc2[nH]1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Nc1cccc(/C=C/c2ccncc2)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2nc(-c3ccco3)cs2)nc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)Nc1c(C(=O)O)[nH]c2ccccc12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)=N/N=c1/[nH]c(-c2ccccc2)cs1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccn2cc(-c3cccc(NC(=O)CCC(=O)O)c3)nc2c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(SCc2ccc(F)cc2)[nH]c(=O)c1C#N,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NNc2ccccc2)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CC/C(=N/Nc2ccccc2)C(=O)N1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3oc4ccc(Cl)cc4c3C)cc2)c1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1S(=O)(=O)Nc1ccc(Br)cc1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(=O)c2c(nc(N/N=C/c3ccncc3)n2Cc2ccccc2)n(C)c1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN=C1SCc1c(F)cccc1Cl,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(/C=N/N2CCCCC2)cc(OC)c1O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N/N=C\c1cccc(Cl)c1)c1ccc(Cn2cccn2)o1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCC2)ccc1NC(=O)CN1C(=O)NC2(CCCCC2)C1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=P(CN1CCN(c2ccccc2)CC1)(N1CCCCC1)N1CCCCC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCN(c2ccc(Cl)cc2)CC1)N1CCCC1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)C1=O,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c2ccccc2c1N=Nc1cccc(C(=O)O)c1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]c2ccc(-c3n[nH]c(=S)n3C)cc2c1C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sc1nccc(-c2cccs2)n1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
